item_price,Count,Percentage
299.0,291352,0.09923963917689059
399.0,242603,0.08263486841769127
149.0,218431,0.0744014581161186
199.0,184044,0.06268863832296209
349.0,101461,0.034559409341712075
599.0,95673,0.03258791427198253
999.0,82780,0.028196330662096033
799.0,77882,0.026527985318015986
249.0,77685,0.02646088363716997
699.0,76493,0.026054867375401206
499.0,73077,0.024891317417177962
899.0,57156,0.019468343504744634
1199.0,55448,0.018886568525633012
1999.0,49672,0.016919160867934695
99.0,48955,0.016674937999068752
2599.0,47857,0.01630093979821128
1499.0,47196,0.016075791518824406
449.0,43205,0.014716386400771431
549.0,39080,0.013311338515036396
5.0,29702,0.010117026012630785
2999.0,28929,0.009853728554285771
1299.0,22381,0.007623364055911709
169.0,20848,0.00710119716892218
1699.0,18924,0.006445848773248433
1099.0,17645,0.006010198774253256
749.0,17351,0.00591005717948814
1799.0,17292,0.0058899607370012635
2499.0,16713,0.005692743106494455
1399.0,15694,0.005345653701509243
1599.0,14293,0.004868448346863235
229.0,14209,0.00483983646264463
2799.0,13880,0.0047277732494550966
649.0,12460,0.004244096159092976
849.0,12102,0.004122155033494638
2199.0,11215,0.0038200271608529474
98.0,11141,0.003794821453327034
1049.0,10732,0.0036555088265959727
349.5,9353,0.003185797060673885
419.0,8697,0.0029623518696333556
299.5,7958,0.0027106354120434916
58.0,7876,0.0026827047631634254
599.5,7779,0.002649664849244323
28.0,7725,0.0026312714951037914
1590.0,7683,0.0026169655529944894
949.0,7540,0.002568257226289008
3999.0,7468,0.0025437327541016326
3199.0,6517,0.0022198053506267195
1149.0,5970,0.002033487485536522
3499.0,5869,0.001999085100940343
198.0,5701,0.0019418613325031346
999.5,5656,0.001926533537386025
2399.0,5648,0.0019238085960318722
1490.0,5642,0.0019217648900162576
148.0,5567,0.0018962185648210752
499.5,5401,0.0018396760317224048
69.0,5352,0.001822985765928219
1899.0,5151,0.00175452161440513
1249.0,5146,0.0017528185260587844
300.0,5018,0.0017092194643923398
79.0,4921,0.0016761795504732372
2299.0,4782,0.0016288336944448325
298.0,4549,0.0015494697775051323
500.0,4543,0.0015474260714895176
248.0,4351,0.0014820274789898505
2490.0,4286,0.0014598873304873593
179.0,4237,0.0014431970646931734
1190.0,4237,0.0014431970646931734
2099.0,4217,0.0014363847113077913
498.0,4086,0.0013917637966335394
359.0,3825,0.0013028625849543045
3190.0,3773,0.0012851504661523113
110.0,3756,0.0012793599657747365
479.0,3681,0.0012538136405795541
629.0,3669,0.001249726228548325
1000.0,3665,0.0012483637578712486
3300.0,3646,0.0012418920221551357
1990.0,3575,0.0012177081676370295
49.0,3569,0.0012156644616214151
600.0,3538,0.001205105313874073
1090.0,3514,0.0011969304898116146
659.0,3445,0.0011734278706320468
698.0,3195,0.0010882734533147718
398.0,3178,0.0010824829529371973
399.5,3150,0.0010729456581976625
419.3,3084,0.001050464892025902
3490.0,3078,0.0010484211860102874
2899.0,3066,0.001044333773979058
2699.0,3026,0.0010307090672082941
329.0,2965,0.0010099313893828792
2590.0,2950,0.0010048221243438426
0.1,2932,0.0009986910062969988
189.0,2893,0.0009854069171955039
199.5,2823,0.000961563680346667
4499.0,2744,0.0009346548844744083
77.0,2695,0.0009179646186802224
250.0,2648,0.0009019555882245747
1449.0,2615,0.0008907152051386944
1349.0,2548,0.0008678938212976648
2290.0,2548,0.0008678938212976648
1290.0,2548,0.0008678938212976648
1790.0,2506,0.0008535878791883626
190.0,2419,0.000823954141961951
350.0,2393,0.0008150980825609544
119.0,2389,0.000813735611883878
2390.0,2359,0.000803517081805805
170.0,2337,0.0007960234930818849
559.0,2280,0.0007766082859335462
429.0,2223,0.0007571930787852075
76.0,2218,0.000755489990438862
1549.0,2205,0.0007510619607383638
3399.0,2165,0.0007374372539675997
379.0,2131,0.0007258562532124503
150.0,2123,0.0007231313118582976
3590.0,2105,0.0007170001938114538
100.0,2063,0.0007026942517021517
25.0,2057,0.000700650545686537
749.5,2054,0.0006996286926787298
279.0,2022,0.0006887289272621185
959.0,2005,0.0006829384268845439
70.0,1958,0.0006669293964288962
2990.0,1948,0.0006635232197362052
159.0,1933,0.0006584139546971687
265.0,1915,0.000652282836650325
1249.5,1878,0.0006396799828873683
3599.0,1848,0.0006294614528092954
240.0,1823,0.0006209460110775678
109.0,1776,0.0006049369806219202
149.5,1766,0.0006015308039292291
263.0,1763,0.0006005089509214219
22990.0,1754,0.000597443391898
13990.0,1738,0.0005919935091896944
30.0,1736,0.0005913122738511562
200.0,1692,0.0005763250964033158
1259.0,1649,0.0005616785366247446
1690.0,1638,0.0005579317422627844
1390.0,1626,0.0005538443302315553
619.0,1616,0.0005504381535388643
1850.0,1571,0.0005351103584217548
199.33,1569,0.0005344291230832167
539.0,1557,0.0005303417110519874
75.0,1552,0.0005286386227056419
1500.0,1479,0.0005037735328489977
390.0,1472,0.0005013892091641141
1229.0,1457,0.0004962799441250776
998.0,1447,0.0004928737674323865
2190.0,1410,0.00048027091366942986
99.33,1409,0.0004799302960001608
139.0,1398,0.0004761835016382007
3290.0,1382,0.0004707336189298951
675.0,1369,0.0004663055892293968
368.0,1344,0.0004577901474976693
1890.0,1337,0.00045540582381278566
167.0,1315,0.00044791223508886544
649.5,1273,0.00043360629297956325
449.5,1271,0.00043292505764102506
598.5,1268,0.0004319032046332178
4999.0,1262,0.0004298594986176032
3799.0,1260,0.000429178263279065
124.5,1249,0.0004254314689171049
3.0,1234,0.0004203222038780684
899.5,1233,0.0004199815862087993
0.5,1226,0.0004175972625239156
850.0,1205,0.0004104442914692645
249.5,1202,0.00040942243846145724
639.0,1183,0.00040295070274534435
900.0,1163,0.0003961383493599624
319.0,1158,0.00039443526101361686
274.0,1155,0.0003934134080058096
400.0,1155,0.0003934134080058096
268.0,1139,0.00038796352529750397
2690.0,1132,0.0003855792016126203
1250.0,1125,0.0003831948779277366
13490.0,1090,0.0003712732595033181
942.0,1088,0.0003705920241647799
14490.0,1074,0.00036582337679501255
161.0,1065,0.00036275781777159063
188.0,1056,0.0003596922587481688
1198.0,1050,0.00035764855273255413
4600.0,1045,0.00035594546438620867
224.0,1038,0.00035356114070132495
339.0,1034,0.00035219867002424856
1499.5,1029,0.0003504955816779031
274.5,1004,0.0003419801399461756
1398.0,1003,0.0003416395222769065
749.47,1002,0.0003412989046076374
734.0,997,0.0003395958162612919
790.0,997,0.0003395958162612919
889.0,995,0.0003389145809227537
9990.0,992,0.00033789272791494643
1998.0,987,0.0003361896395686009
10490.0,984,0.0003351677865607936
1129.0,983,0.0003348271688915245
2249.0,972,0.0003310803745295644
483.0,956,0.00032563049182125883
124.0,954,0.00032494925648272064
129.0,943,0.00032120246212076053
719.0,924,0.0003147307264046477
1300.0,916,0.00031200578505049485
225.0,906,0.00030859960835780386
729.0,898,0.0003058746670036511
217.5,897,0.000305534049334382
72.0,894,0.0003045121963265747
224.5,887,0.00030212787264169097
140.0,886,0.0003017872549724219
20990.0,881,0.0003000841666260764
5390.0,879,0.0002994029312875382
1649.0,878,0.0002990623136182691
1249.53,876,0.0002983810782797309
74.0,869,0.0002959967545948472
3790.0,864,0.00029429366624850173
330.0,859,0.0002925905779021562
750.0,859,0.0002925905779021562
174.0,859,0.0002925905779021562
231.0,856,0.0002915687248943489
7990.0,856,0.0002915687248943489
148.9,850,0.0002895250188787343
173.0,835,0.00028441575383969785
5999.0,829,0.00028237204782408326
4490.0,825,0.0002810095771470068
1798.0,821,0.0002796471064699304
849.5,819,0.0002789658711313922
114.0,811,0.00027624092977723944
1819.0,807,0.00027487845910016304
1609.0,806,0.00027453784143089397
699.3,805,0.00027419722376162485
172.0,801,0.00027283475308454845
589.0,790,0.00026908795872258834
203.0,777,0.0002646599290220901
1749.0,774,0.00026363807601428277
221.0,767,0.0002612537523293991
2090.0,764,0.0002602318993215918
1849.0,761,0.00025921004631378447
569.0,758,0.0002581881933059772
418.7,757,0.00025784757563670807
1100.0,754,0.0002568257226289008
579.0,754,0.0002568257226289008
1598.0,746,0.000254100781274748
629.3,745,0.0002537601636054789
2890.0,733,0.0002496727515742497
12990.0,729,0.0002483102808971733
199.34,728,0.0002479696632279042
50.0,726,0.000247288427889366
489.0,724,0.0002466071925508278
674.0,723,0.00024626657488155873
1198.5,720,0.0002452447218737514
239.0,719,0.00024490410420448234
235.0,712,0.00024251978051959862
450.0,707,0.00024081669217325313
1189.0,701,0.00023877298615763854
529.0,699,0.00023809175081910034
990.0,698,0.00023775113314983124
104.3,696,0.00023706989781129305
255.0,693,0.00023604804480348575
544.95,679,0.00023127939743371835
80.0,678,0.00023093877976444925
270.0,674,0.00022957630908737286
554.0,672,0.00022889507374883466
29.0,671,0.00022855445607956556
15.0,664,0.00022617013239468187
99.5,662,0.00022548889705614368
95.0,656,0.00022344519104052909
654.05,652,0.00022208272036345266
3990.0,652,0.00022208272036345266
469.0,652,0.00022208272036345266
1110.6,646,0.00022003901434783807
1388.4,645,0.00021969839667856898
398.5,644,0.00021935777900929988
4990.0,643,0.00021901716134003078
99.34,636,0.0002166328376551471
1180.0,627,0.0002135672786317252
979.0,623,0.0002122048079546488
18990.0,619,0.0002108423372775724
174.5,618,0.0002105017196083033
332.67,613,0.0002087986312619578
1299.5,606,0.0002064143075770741
139.3,601,0.00020471121923072862
719.52,601,0.00020471121923072862
2000.0,601,0.00020471121923072862
154.0,598,0.00020368936622292133
1949.0,587,0.00019994257186096122
2498.5,582,0.00019823948351461573
2149.0,580,0.00019755824817607753
550.0,579,0.00019721763050680843
1119.0,575,0.00019585515982973204
1130.0,569,0.00019381145381411745
479.48,569,0.00019381145381411745
195.0,565,0.00019244898313704105
242.0,564,0.00019210836546777196
2184.0,561,0.00019108651245996466
5990.0,553,0.00018836157110581185
239.2,548,0.00018665848275946636
1350.0,542,0.00018461477674385177
78.0,541,0.00018427415907458267
237.0,541,0.00018427415907458267
14990.0,539,0.00018359292373604447
1139.0,532,0.00018120860005116078
819.0,532,0.00018120860005116078
598.7,530,0.00018052736471262258
1399.5,529,0.0001801867470433535
45.0,528,0.0001798461293740844
829.0,523,0.00017814304102773887
759.0,523,0.00017814304102773887
3299.0,522,0.00017780242335846977
26990.0,518,0.00017643995268139338
60.0,513,0.00017473686433504789
898.5,512,0.0001743962466657788
247.0,512,0.0001743962466657788
3699.0,509,0.0001733743936579715
230.0,505,0.0001720119229808951
459.0,500,0.0001703088346345496
1998.5,499,0.0001699682169652805
298.9,499,0.0001699682169652805
210.0,498,0.0001696275992960114
