item_id,Count,Percentage
20949,31340,0.010674957754893568
5822,9408,0.003204531032483685
17717,9067,0.0030883804072629225
2808,7479,0.0025474795484635927
4181,6853,0.002334252887501137
7856,6602,0.002248757852514593
3732,6475,0.0022054994085174175
2308,6320,0.0021527036697807068
4870,5811,0.0019793292761227355
3734,5805,0.001977285570107121
1855,5681,0.0019350489791177526
5821,5389,0.0018355886196911755
16787,5283,0.0017994831467486512
6675,5122,0.001744643701996326
7894,5107,0.0017395344369572896
2445,5056,0.0017221629358245656
1830,4976,0.0016949135222830377
5823,4974,0.0016942322869444994
6497,4904,0.0016703890500956624
5272,4853,0.0016530175489629384
13071,4804,0.0016363272831687525
6740,4675,0.0015923876038330387
3183,4615,0.001571950543676893
4178,4527,0.001541976188781212
2416,4487,0.001528351482010448
7893,4380,0.0014919053913986546
6466,4324,0.0014728308019195848
6498,4278,0.0014571623891332065
6503,4274,0.00145579991845613
6457,4269,0.0014540968301097845
1905,4164,0.001418331974836529
1916,4106,0.0013985761500189212
3331,4057,0.0013818858842247355
6495,4006,0.0013645143830920113
5672,3942,0.001342714852258789
6738,3881,0.001321937174433374
6488,3794,0.0012923034372069623
12134,3763,0.0012817442894596204
4244,3696,0.0012589229056185907
3928,3568,0.001215323843952146
3077,3533,0.0012034022255277275
6490,3505,0.0011938649307881926
2269,3503,0.0011931836954496545
3076,3464,0.0011798996063481597
4872,3456,0.001177174664994007
1495,3419,0.00116457181123105
3851,3396,0.001156737604837861
5820,3395,0.0011563969871685917
2753,3374,0.0011492440161139407
4351,3334,0.0011356193093431768
3719,3325,0.0011325537503197548
4248,3280,0.0011172259552026454
7070,3269,0.0011134791608406853
2252,3257,0.001109391748809456
3329,3247,0.001105985572116765
4249,3160,0.0010763518348903534
6501,3136,0.001068177010827895
3341,3129,0.0010657926871430114
15044,3122,0.0010634083634581278
3343,3068,0.0010450150093175964
15063,3021,0.0010290059788619487
7018,3012,0.0010259404198385267
6185,3011,0.0010255998021692578
16790,2990,0.0010184468311146065
16227,2980,0.0010150406544219156
16169,2953,0.0010058439773516499
4806,2922,0.000995284829604308
7096,2880,0.0009809788874950056
22088,2867,0.0009765508577945074
4886,2748,0.0009360173551514846
3335,2724,0.0009278425310890262
5643,2709,0.0009227332660499898
16056,2707,0.0009220520307114515
9355,2683,0.0009138772066489932
2814,2678,0.0009121741183026477
4231,2673,0.0009104710299563021
14227,2645,0.0009009337352167674
20608,2605,0.0008873090284460034
13881,2604,0.0008869684107767343
21404,2587,0.0008811779103991596
5811,2550,0.000868575056636203
10298,2540,0.000865168879943512
3340,2512,0.0008556315852039772
3325,2499,0.0008512035555034789
3556,2489,0.0008477973788107879
5663,2475,0.0008430287314410205
4906,2456,0.0008365569957249076
11811,2447,0.0008334914367014857
21440,2430,0.0008277009363239111
3342,2420,0.0008242947596312201
5035,2406,0.0008195261122614526
7071,2392,0.0008147574648916853
7172,2371,0.0008076044938370342
6717,2368,0.000806582640829227
10659,2362,0.0008045389348136123
3731,2354,0.0008018139934594595
482,2326,0.0007922766987199248
2574,2325,0.0007919360810506557
4904,2323,0.0007912548457121174
15045,2311,0.0007871674336808883
3432,2299,0.0007830800216496591
3733,2299,0.0007830800216496591
7834,2286,0.0007786519919491607
972,2279,0.0007762676682642771
4907,2278,0.0007759270505950079
3328,2276,0.0007752458152564698
3320,2273,0.0007742239622486625
4164,2269,0.0007728614915715861
1857,2264,0.0007711584032252406
3695,2258,0.000769114697209626
1915,2240,0.0007629835791627822
1856,2240,0.0007629835791627822
22087,2207,0.0007517431960769019
16184,2190,0.0007459526956993273
16167,2162,0.0007364154009597924
20609,2110,0.0007187032821577993
12135,2106,0.0007173408114807229
11711,2096,0.0007139346347880319
1512,2095,0.0007135940171187628
7736,2083,0.0007095066050875336
8686,2072,0.0007057598107255735
6121,2061,0.0007020130163636134
1470,2054,0.0006996286926787298
5380,2050,0.0006982662220016534
14931,2046,0.000696903751324577
21427,2036,0.000693497574631886
3686,2016,0.000686685221246504
3333,1998,0.0006805541031996602
7895,1992,0.0006785103971840456
4240,1986,0.000676466691168431
4809,1985,0.0006761260734991619
13159,1976,0.0006730605144757401
485,1971,0.0006713574261293945
5036,1964,0.0006689731024445108
2929,1957,0.0006665887787596272
22076,1947,0.0006631826020669361
4885,1935,0.000659095190035707
21488,1927,0.0006563702486815542
11496,1925,0.0006556890133430159
14447,1911,0.0006509203659732486
4357,1908,0.0006498985129654413
11921,1905,0.000648876659957634
32,1884,0.0006417236889029829
4779,1884,0.0006417236889029829
7790,1882,0.0006410424535644447
20606,1874,0.0006383175122102919
21377,1869,0.0006366144238639464
2931,1869,0.0006366144238639464
14228,1862,0.0006342301001790627
5671,1860,0.0006335488648405246
1556,1850,0.0006301426881478335
3676,1840,0.0006267365114551425
16209,1836,0.0006253740407780661
4477,1833,0.0006243521877702589
7860,1814,0.000617880452054146
12168,1807,0.0006154961283692623
4228,1804,0.0006144742753614549
3186,1794,0.000611068098668764
1523,1792,0.0006103868633302258
4163,1787,0.0006086837749838803
3476,1780,0.0006062994512989966
7047,1779,0.0006059588336297275
3423,1769,0.0006025526569370365
7213,1769,0.0006025526569370365
5033,1769,0.0006025526569370365
16071,1767,0.0006018714215984983
5572,1761,0.0005998277155828837
20610,1754,0.000597443391898
7003,1740,0.0005926747445282326
10292,1734,0.000590631038512618
16287,1701,0.0005793906554267378
7912,1700,0.0005790500377574686
2293,1699,0.0005787094200881995
1937,1697,0.0005780281847496614
2833,1690,0.0005756438610647777
7215,1688,0.0005749626257262394
6472,1679,0.0005718970667028176
1809,1676,0.0005708752136950102
6710,1674,0.0005701939783564721
6953,1669,0.0005684908900101265
4233,1669,0.0005684908900101265
5669,1668,0.0005681502723408575
5361,1664,0.0005667878016637811
16205,1663,0.000566447183994512
5241,1660,0.0005654253309867047
3007,1658,0.0005647440956481665
1441,1653,0.000563041007301821
10210,1642,0.0005592942129398608
3708,1638,0.0005579317422627844
7807,1626,0.0005538443302315553
18622,1619,0.0005514600065466716
1249,1617,0.0005507787712081334
19415,1614,0.0005497569182003261
6473,1610,0.0005483944475232497
5260,1608,0.0005477132121847116
9532,1606,0.0005470319768461733
11391,1605,0.0005466913591769042
7815,1602,0.0005456695061690969
4355,1602,0.0005456695061690969
5323,1602,0.0005456695061690969
15040,1599,0.0005446476531612896
20607,1580,0.0005381759174451767
1471,1577,0.0005371540644373695
1921,1577,0.0005371540644373695
3460,1576,0.0005368134467681003
16397,1571,0.0005351103584217548
2809,1569,0.0005344291230832167
16450,1568,0.0005340885054139475
4728,1560,0.0005313635640597947
3108,1556,0.0005300010933827183
1511,1554,0.0005293198580441802
4271,1553,0.000528979240374911
4717,1540,0.0005245512106744128
5660,1540,0.0005245512106744128
1555,1537,0.0005235293576666054
20231,1532,0.00052182626932026
13811,1520,0.0005177388572890308
14229,1513,0.0005153545336041471
11655,1513,0.0005153545336041471
7202,1508,0.0005136514452578016
2446,1502,0.000511607739242187
6628,1493,0.0005085421802187651
9781,1475,0.0005024110621719213
1858,1474,0.0005020704445026522
6090,1468,0.0005000267384870377
4790,1467,0.0004996861208177685
6954,1467,0.0004996861208177685
16014,1466,0.0004993455031484994
3462,1466,0.0004993455031484994
4894,1462,0.000497983032471423
1460,1457,0.0004962799441250776
2972,1449,0.0004935550027709248
5657,1443,0.0004915112967553101
5235,1440,0.0004904894437475028
7206,1437,0.0004894675907396956
1398,1435,0.0004887863554011573
8093,1434,0.0004884457377318883
2267,1428,0.00048640203171627363
15016,1426,0.00048572079637773544
5655,1426,0.00048572079637773544
3554,1413,0.0004812927666772372
7220,1406,0.00047890844299235347
19811,1401,0.000477205354646008
3475,1398,0.0004761835016382007
2678,1393,0.00047448041329185516
5275,1390,0.0004734585602840479
1871,1388,0.0004727773249455097
30,1383,0.0004710742365991642
5243,1377,0.0004690305305835496
12361,1367,0.0004656243538908586
1459,1366,0.0004652837362215895
5324,1365,0.0004649431185523204
486,1363,0.0004642618832137822
2703,1359,0.0004628994125367058
2447,1358,0.0004625587948674367
2854,1352,0.0004605150888518221
4370,1349,0.00045949323584401484
4807,1349,0.00045949323584401484
14829,1342,0.0004571089121591311
15284,1340,0.0004564276768205929
13901,1338,0.00045574644148205473
5034,1338,0.00045574644148205473
7980,1332,0.00045370273546644014
4332,1328,0.00045234026478936374
16454,1328,0.00045234026478936374
1516,1323,0.0004506371764430182
19602,1322,0.00045029655877374915
3148,1320,0.00044961532343521096
7872,1318,0.00044893408809667276
1007,1313,0.00044723099975032724
6471,1312,0.00044689038208105817
7805,1308,0.0004455279114039818
1853,1305,0.00044450605839617445
1406,1299,0.00044246235238055986
16541,1298,0.00044212173471129074
1835,1297,0.00044178111704202167
22058,1292,0.00044007802869567615
13888,1287,0.0004383749403493307
14019,1286,0.00043803432268006156
13572,1279,0.0004356499989951779
3027,1278,0.00043530938132590877
2429,1273,0.00043360629297956325
14847,1271,0.00043292505764102506
15287,1271,0.00043292505764102506
3433,1269,0.00043224382230248686
19597,1266,0.0004312219692946796
7863,1263,0.00043020011628687227
2766,1261,0.0004295188809483341
3316,1255,0.0004274751749327195
21376,1249,0.0004254314689171049
4251,1245,0.0004240689982400285
3424,1245,0.0004240689982400285
20613,1243,0.0004233877629014903
14842,1241,0.0004227065275629521
5276,1241,0.0004227065275629521
4723,1241,0.0004227065275629521
19196,1238,0.0004216846745551448
10207,1237,0.0004213440568858757
16182,1236,0.0004210034392166066
19436,1232,0.0004196409685395302
10487,1226,0.0004175972625239156
6111,1226,0.0004175972625239156
7770,1226,0.0004175972625239156
7203,1225,0.00041725664485464653
7791,1224,0.0004169160271853774
5224,1222,0.0004162347918468392
2920,1221,0.00041589417417757014
5319,1221,0.00041589417417757014
7072,1217,0.00041453170350049375
22092,1216,0.0004141910858312246
11922,1215,0.00041385046816195555
16315,1213,0.00041316923282341735
6687,1209,0.0004118067621463409
21565,1208,0.00041146614447707183
21384,1207,0.0004111255268078027
5242,1207,0.0004111255268078027
15256,1204,0.00041010367379999544
16455,1202,0.00040942243846145724
3934,1198,0.00040805996778438085
6482,1197,0.0004077193501151117
7979,1192,0.00040601626176876626
2969,1192,0.00040601626176876626
10209,1192,0.00040601626176876626
1832,1190,0.00040533502643022806
2685,1187,0.00040431317342242074
3743,1185,0.00040363193808388254
16206,1184,0.0004032913204146135
5459,1182,0.0004026100850760753
3689,1176,0.00040056637906046063
1384,1176,0.00040056637906046063
806,1174,0.00039988514372192244
2458,1173,0.00039954452605265336
9862,1173,0.00039954452605265336
6911,1171,0.00039886329071411517
1513,1165,0.0003968195846985006
6504,1161,0.0003954571140214242
6474,1160,0.00039511649635215506
2578,1158,0.00039443526101361686
9983,1158,0.00039443526101361686
13889,1156,0.00039375402567507867
2921,1155,0.0003934134080058096
13354,1153,0.0003927321726672714
14828,1153,0.0003927321726672714
1481,1152,0.00039239155499800227
17662,1151,0.0003920509373287332
2584,1150,0.0003917103196594641
6916,1148,0.0003910290843209259
3870,1146,0.0003903478489823877
2780,1146,0.0003903478489823877
6496,1141,0.00038864476063604216
19771,1137,0.00038728228995896577
2283,1137,0.00038728228995896577
839,1135,0.0003866010546204276
4353,1134,0.0003862604369511585
8778,1133,0.0003859198192818894
11966,1127,0.0003838761132662748
16011,1124,0.0003828542602584675
7806,1123,0.0003825136425891984
15060,1115,0.0003797887012350456
22167,1114,0.00037944808356577653
3427,1112,0.0003787668482272383
14261,1112,0.0003787668482272383
31,1110,0.0003780856128887001
16210,1105,0.0003763825245423546
1564,1105,0.0003763825245423546
5274,1103,0.0003757012892038164
3673,1091,0.00037161387717258725
5037,1089,0.00037093264183404905
5837,1087,0.00037025140649551085
6085,1087,0.00037025140649551085
3707,1086,0.0003699107888262417
19900,1085,0.00036957017115697266
3367,1083,0.00036888893581843446
19065,1080,0.00036786708281062714
5038,1080,0.00036786708281062714
1467,1079,0.000367526465141358
13736,1078,0.00036718584747208894
10991,1072,0.00036514214145647435
16055,1071,0.0003648015237872052
3930,1071,0.0003648015237872052
2070,1065,0.00036275781777159063
4873,1063,0.00036207658243305244
15046,1062,0.00036173596476378337
12362,1061,0.00036139534709451424
1686,1061,0.00036139534709451424
13505,1060,0.00036105472942524517
7737,1059,0.00036071411175597604
2817,1057,0.00036003287641743785
1939,1057,0.00036003287641743785
16540,1054,0.0003590110234096306
10956,1051,0.00035798917040182326
16020,1051,0.00035798917040182326
7075,1051,0.00035798917040182326
15064,1050,0.00035764855273255413
11925,1050,0.00035764855273255413
2321,1049,0.00035730793506328506
4478,1049,0.00035730793506328506
5060,1048,0.00035696731739401594
2439,1048,0.00035696731739401594
1833,1048,0.00035696731739401594
5827,1042,0.00035492361137840135
8058,1041,0.0003545829937091323
14730,1040,0.00035424237603986315
19116,1040,0.00035424237603986315
12734,1038,0.00035356114070132495
22102,1036,0.00035287990536278676
15833,1033,0.0003518580523549795
12472,1032,0.00035151743468571036
1811,1029,0.0003504955816779031
1829,1027,0.0003498143463393649
1483,1027,0.0003498143463393649
12828,1027,0.0003498143463393649
16732,1022,0.0003481112579930194
6432,1022,0.0003481112579930194
21880,1021,0.0003477706403237503
21876,1020,0.0003474300226544812
6156,1018,0.000346748787315943
6093,1017,0.00034640816964667386
1306,1014,0.0003453863166388666
6091,1014,0.0003453863166388666
2946,1014,0.0003453863166388666
4808,1011,0.00034436446363105927
2848,1010,0.0003440238459617902
5819,1007,0.0003430019929539829
10376,1005,0.0003423207576154447
8452,1004,0.0003419801399461756
3141,1002,0.0003412989046076374
7917,1002,0.0003412989046076374
4261,1002,0.0003412989046076374
16581,999,0.0003402770515998301
12817,998,0.000339936433930561
6086,997,0.0003395958162612919
20088,996,0.0003392551985920228
3834,996,0.0003392551985920228
15446,996,0.0003392551985920228
2956,993,0.0003382333455842155
14830,993,0.0003382333455842155
16825,992,0.00033789272791494643
6492,991,0.0003375521102456773
2270,991,0.0003375521102456773
5682,990,0.00033721149257640823
1849,989,0.0003368708749071391
464,989,0.0003368708749071391
2307,989,0.0003368708749071391
1201,988,0.00033653025723787003
6507,986,0.0003358490218993318
17782,985,0.0003355084042300627
1448,983,0.0003348271688915245
1501,981,0.0003341459335529863
3938,980,0.0003338053158837172
7812,979,0.0003334646982144481
6926,979,0.0003334646982144481
6480,975,0.00033210222753737173
6476,975,0.00033210222753737173
13345,973,0.00033142099219883353
13851,972,0.0003310803745295644
2607,971,0.00033073975686029534
20947,971,0.00033073975686029534
4493,971,0.00033073975686029534
2964,970,0.0003303991391910262
5273,970,0.0003303991391910262
15836,968,0.000329717903852488
13511,967,0.00032937728618321894
21487,965,0.00032869605084468075
2309,963,0.00032801481550614255
5583,963,0.00032801481550614255
2810,958,0.00032631172715979703
3444,958,0.00032631172715979703
791,955,0.00032528987415198976
4481,955,0.00032528987415198976
6433,955,0.00032528987415198976
2939,954,0.00032494925648272064
7808,953,0.0003246086388134515
13619,953,0.0003246086388134515
4479,952,0.00032426802114418244
4892,951,0.0003239274034749133
5208,949,0.0003232461681363751
2754,947,0.0003225649327978369
9871,947,0.0003225649327978369
14574,945,0.0003218836974592987
7956,944,0.00032154307979002965
6468,944,0.00032154307979002965
3326,943,0.00032120246212076053
19860,942,0.00032086184445149146
3738,941,0.00032052122678222233
6436,940,0.00032018060911295326
19993,940,0.00032018060911295326
15268,940,0.00032018060911295326
4910,939,0.00031983999144368413
14305,932,0.0003174556677588005
6502,931,0.00031711505008953135
11498,930,0.0003167744324202623
16057,930,0.0003167744324202623
5039,929,0.00031643381475099315
5637,928,0.0003160931970817241
12550,928,0.0003160931970817241
16501,928,0.0003160931970817241
2730,926,0.0003154119617431859
1496,926,0.0003154119617431859
17956,921,0.00031370887339684036
14831,921,0.00031370887339684036
12860,921,0.00031370887339684036
7780,918,0.00031268702038903304
7207,916,0.00031200578505049485
1407,916,0.00031200578505049485
